81.606468	22.951033	
82.035208	24.345475	
82.970499	24.057021	
82.919751	25.683626	
83.382256	26.676191	
83.886601	27.406116	
84.518939	28.725658	
84.492844	29.046804	
84.943473	30.266673	
84.955331	31.636234	
85.209781	31.945500	
84.657431	33.586240	
85.728002	33.676336	
85.621967	34.801347	
85.051940	35.298460	
84.602487	36.037273	
85.766884	36.870100	
85.162583	37.943565	
85.250495	38.581386	
84.924571	39.381454	
84.598592	40.169145	
84.506514	41.926642	
83.930072	42.101449	
82.862473	43.709358	
83.119432	43.939185	
82.311015	45.500649	
81.926157	46.273619	
81.347357	47.053747	
80.758051	47.672150	
79.823050	48.913785	
79.117538	49.506154	
78.230407	49.562403	
78.112390	50.419397	
77.010925	51.303536	
76.289026	51.627749	
75.606749	52.584233	
74.067792	52.360928	
73.169743	53.328268	
72.532392	53.774730	
71.849399	54.000712	
70.422674	54.263515	
69.485622	54.026246	
68.888095	55.127441	
67.830369	54.731902	
66.905416	54.489929	
65.944696	54.618756	
65.047907	54.477737	
63.212604	54.576691	
62.780072	54.936222	
61.856651	54.499839	
60.254179	54.452805	
59.822379	54.386040	
59.158277	53.643157	
57.441630	53.722833	
56.988934	53.045672	
55.902675	52.572679	
55.409922	52.276415	
54.008787	51.597642	
53.181392	50.906662	
53.113529	50.980431	
52.105834	49.835926	
51.641601	49.141571	
50.795381	48.291821	
50.061487	47.216409	
49.293105	47.244843	
48.280897	45.762759	
48.137338	45.239872	
47.706143	44.351170	
47.345345	43.783323	
46.514018	42.446380	
46.455838	41.341001	
46.631812	40.464280	
45.686862	39.708106	
45.668703	38.630776	
45.523930	37.257984	
45.078785	37.014051	
45.395979	35.560002	
45.334185	35.458093	
44.591064	33.695115	
46.052441	32.624353	
45.933611	31.732909	
46.067107	30.787998	
46.192963	29.910677	
46.113313	29.572049	
46.184299	27.253903	
46.778080	26.603501	
47.490761	25.792254	
48.379109	25.202327	
48.014980	24.134090	
49.428066	23.578921	
49.145408	22.185118	
50.335143	22.171433	
50.743257	21.159764	
50.886843	20.469031	
52.964342	19.327119	
52.627234	18.881444	
53.582555	18.512805	
54.493884	17.678383	
55.377645	17.639610	
56.439807	16.734852	
57.382759	16.264279	
58.839713	16.262367	
59.584508	15.521682	
60.408228	15.797177	
60.896324	14.816370	
62.400670	14.863983	
63.011680	15.556814	
63.983297	14.604216	
65.235372	14.681580	
65.715317	14.917521	
66.352828	15.003739	
67.946337	15.888112	
68.806566	15.591747	
70.295404	15.231244	
70.928662	15.842874	
72.393120	16.378261	
72.741020	16.292638	
74.004616	15.980974	
74.860871	17.064617	
75.704954	17.258639	
76.144420	18.358458	
77.273360	18.726897	
78.007619	19.690775	
78.630913	19.727041	
79.437276	21.069956	
80.073098	21.103087	
80.777009	22.667003	
81.224780	23.060003	
81.689984	24.186691	
82.393259	24.250828	
82.987924	25.813766	
83.818174	26.275451	
83.739523	26.912173	
84.734603	28.691144	
84.163002	29.390959	
85.397377	30.189491	
85.087890	31.286099	
84.542453	32.062277	
85.512737	32.795573	
84.691360	33.571192	
85.472360	34.355098	
86.095371	34.729149	
85.345039	36.076220	
85.465691	36.845159	
85.396189	37.913999	
84.906852	38.726891	
85.041286	39.936621	
84.409801	41.054207	
84.464939	41.538684	
83.533923	42.317082	
83.440125	43.775892	
82.872247	44.313188	
82.222240	44.711721	
81.935813	46.293241	
80.879182	47.213671	
80.201390	48.029740	
79.590962	48.682158	
79.082792	49.265065	
78.838434	50.007753	
77.829313	51.195487	
77.386218	51.233531	
76.476205	51.678105	
75.176843	52.722758	
74.029043	53.130427	
73.538913	53.728981	
72.499048	53.893611	
72.025217	54.112171	
70.476632	54.654576	
70.195900	54.432301	
68.812617	54.590347	
67.881423	54.581849	
66.527308	55.439912	
65.433223	55.670211	
64.680281	55.266604	
63.736059	54.730109	
62.291955	54.441519	
61.770388	54.377586	
60.522641	54.461528	
59.907041	53.805739	
59.114758	53.425338	
57.312090	53.089821	
56.737762	53.281820	
55.971119	52.093988	
54.497122	52.368086	
53.539867	51.818630	
52.983070	50.803993	
52.962330	50.225469	
52.413434	49.685009	
51.004100	48.979313	
50.362920	48.700909	
49.891671	47.646028	
49.461354	46.643830	
48.899875	46.230739	
48.848324	45.525611	
47.742034	43.840076	
46.797755	43.821522	
47.437117	42.232451	
46.081974	41.019812	
45.856980	40.670763	
46.075890	40.018193	
45.640447	39.064661	
45.441624	37.588571	
45.306028	36.915329	
44.835510	35.668563	
44.835075	34.643428	
44.751318	34.041818	
45.564754	32.766890	
45.202926	31.987816	
45.134538	30.858220	
46.030321	29.540184	
46.092163	28.934088	
46.106274	27.772966	
46.960213	26.519788	
47.427055	26.036670	
47.913248	25.083364	
48.090171	24.063035	
48.720576	23.417086	
49.291919	22.317413	
50.105423	22.363211	
50.881910	20.567302	
51.930741	19.871812	
51.997225	19.973647	
52.769851	18.790410	
53.713071	18.230769	
54.950880	17.674313	
55.346217	17.620466	
56.632148	16.916308	
57.043249	16.604173	
57.937569	15.517437	
59.686543	15.208203	
60.364396	15.523576	
61.253352	14.657506	
62.072301	15.604539	
62.885798	14.992904	
64.419364	15.201065	
65.410365	14.239848	
65.547229	14.943861	
66.733179	14.994159	
67.966772	15.303552	
69.514140	15.018297	
70.168496	14.924306	
71.413906	15.380240	
71.804648	15.746797	
73.060483	16.164012	
73.651457	16.600144	
74.174642	17.188772	
75.705254	18.236206	
76.474638	17.890505	
77.056567	18.518940	
77.912352	19.863518	
78.603856	20.734559	
79.720401	20.468778	
79.942993	20.844072	
81.086434	22.330286	
81.436068	22.765243	
82.026873	23.778034	
82.366934	24.623631	
82.867897	25.628224	
83.361545	26.040225	
83.686408	27.426222	
84.102681	28.170973	
84.426807	28.806801	
84.420078	30.182762	
84.560077	30.894738	
84.303321	33.060116	
85.514203	33.214965	
85.116515	34.173523	
85.486303	34.800965	
62.959099	38.787327	
89.722830	1.992074	
37.518654	-4.407077	
49.924985	-11.919950	
85.631329	21.736660	
74.745208	36.548565	
61.449093	45.123749	
92.457296	14.926890	
63.317042	26.352365	
84.349912	-10.660916	
65.256812	70.606603	
101.210744	19.086512	
81.939322	42.387081	
78.385397	2.727082	
48.160013	24.994397	
56.490323	54.111444	
73.035049	10.572312	
71.116422	44.870031	
36.717326	11.187681	
70.870048	47.847302	
72.410471	44.766457	
29.903483	32.392582	
42.237467	70.841659	
94.619693	2.653298	
54.408663	45.618051	
42.633479	70.573365	
58.095017	41.100918	
90.349475	49.066528	
73.917633	31.145888	
20.199387	52.545766	
54.268231	-1.148670	
33.416831	12.179702	
53.066375	13.013758	
27.224738	11.907237	
78.728393	82.857431	
85.933483	69.566387	
82.268978	22.445862	
85.364588	43.727768	
90.270162	1.712883	
48.985592	20.715391	
55.114594	29.009217	
37.530758	40.993937	
25.898779	59.008141	
46.565786	47.244570	
38.992554	34.473200	
66.391424	59.781425	
57.803117	31.179640	
74.063781	48.001754	
46.598769	75.656810	
72.133007	11.411355	
